DMU,投入_资本,投入_劳动,投入_能源,产出_营收,非期望_SO2,非期望_废水,非期望_烟尘
301043_2024,0.001,0.001,0.001,601589248.86,8.099420824473308,60158.924886,1203.17849772
301045_2021,0.001,0.001,0.001,889890690.26,51.38509365971352,88989.069026,1779.78138052
301045_2022,0.001,0.001,0.001,653002342.75,39.662378373954176,65300.234275,1306.0046855
301045_2023,0.001,0.001,0.001,596417820.9,16.49433837863726,59641.78209,1192.8356418
301045_2024,0.001,0.001,0.001,654085049.94,20.82072449541633,65408.504994,1308.1700998800002
301048_2021,0.001,0.001,0.001,3052363879.75,437.255480200587,305236.387975,6104.7277595000005
301048_2022,0.001,0.001,0.001,3260146695.61,343.5800860315653,326014.669561,6520.293391220001
301048_2023,0.001,0.001,0.001,3058667326.39,214.08640981774693,305866.732639,6117.33465278
301048_2024,0.001,0.001,0.001,3093338735.5,215.1250690420372,309333.87355,6186.677471000001
301050_2021,0.001,0.001,0.001,735017875.32,112.7594180742565,73501.787532,1470.03575064
301050_2022,0.001,0.001,0.001,860283964.75,686.5780021834062,86028.396475,1720.5679295
301050_2023,0.001,0.001,0.001,885809467.92,44.27173986092416,88580.946792,1771.6189358400002
301050_2024,0.001,0.001,0.001,1179744984.43,173.7991368125976,117974.498443,2359.4899688600003
301051_2021,0.001,0.001,0.001,1876776865.34,49.62012121211596,187677.68653399998,3753.5537306799997
301051_2022,0.001,0.001,0.001,1591249534.91,29.72060466328836,159124.95349100002,3182.4990698200004
301051_2023,0.001,0.001,0.001,1734644040.64,26.819287706399543,173464.404064,3469.28808128
301051_2024,0.001,0.001,0.001,1687382321.66,22.71785863992663,168738.232166,3374.7646433200002
301053_2021,0.001,0.001,0.001,577454609.38,13.247462333999813,57745.460938,1154.90921876
301053_2022,0.001,0.001,0.001,564152044.92,13.00041595892852,56415.204492,1128.30408984
301053_2023,0.001,0.001,0.001,487987180.26,6.193301777945539,48798.718026,975.9743605200001
301053_2024,0.001,0.001,0.001,616382787.39,9.236105317981236,61638.278739,1232.76557478
301055_2021,0.001,0.001,0.001,760040602.99,17.436191688262685,76004.060299,1520.08120598
301055_2022,0.001,0.001,0.001,826550163.32,19.04716296048183,82655.016332,1653.10032664
301055_2023,0.001,0.001,0.001,811480810.78,10.298929462644367,81148.081078,1622.9616215600001
301055_2024,0.001,0.001,0.001,907837177.69,13.603364591390468,90783.71776900001,1815.6743553800002
301056_2021,0.001,0.001,0.001,575861460.4,13.210913693185152,57586.14604,1151.7229208
301056_2022,0.001,0.001,0.001,677966646.33,15.623179048867291,67796.66463300001,1355.9332926600002
301056_2023,0.001,0.001,0.001,723552680.03,9.182987342576256,72355.26800299999,1447.1053600599998
301056_2024,0.001,0.001,0.001,716306371.87,10.733396885637443,71630.637187,1432.61274374
301057_2021,0.001,0.001,0.001,613461023.6,14.073490230242575,61346.102360000004,1226.9220472000002
301057_2022,0.001,0.001,0.001,615242728.34,14.177758382955579,61524.272834,1230.4854566800002
301057_2023,0.001,0.001,0.001,804102908.31,10.205292624765523,80410.29083099999,1608.20581662
301057_2024,0.001,0.001,0.001,838319440.96,12.561685376718113,83831.944096,1676.6388819200001
301059_2021,0.001,0.001,0.001,202969128.83,5.366302708040702,20296.912883,405.93825766000003
301059_2022,0.001,0.001,0.001,279492356.93,5.22022578136812,27949.235693000002,558.98471386
301059_2023,0.001,0.001,0.001,294402638.17,4.551751754031999,29440.263817000003,588.8052763400001
301059_2024,0.001,0.001,0.001,385549507.45,5.19079706863689,38554.950745,771.0990149
301061_2021,0.001,0.001,0.001,1924962891.05,111.15342539337868,192496.289105,3849.9257821
301061_2022,0.001,0.001,0.001,1462653801.94,88.83938804620301,146265.380194,2925.30760388
301061_2023,0.001,0.001,0.001,1921459431.14,53.13926064486418,192145.94311400002,3842.9188622800007
301061_2024,0.001,0.001,0.001,2548377993.75,81.1195365540272,254837.799375,5096.7559875
301062_2021,0.001,0.001,0.001,1120149463.1,2.144701495026887,112014.94630999998,2240.2989261999996
301062_2022,0.001,0.001,0.001,1122111283.1,686.5780021834062,112211.12830999999,2244.2225661999996
301062_2023,0.001,0.001,0.001,1066552510.32,2.377825562687107,106655.251032,2133.10502064
301062_2024,0.001,0.001,0.001,1190635755.46,686.5780021834062,119063.57554600001,2381.2715109200003
301063_2021,0.001,0.001,0.001,1059337504.32,61.16948685104944,105933.750432,2118.67500864
301063_2022,0.001,0.001,0.001,1353087666.93,82.18450609671804,135308.766693,2706.17533386
301063_2023,0.001,0.001,0.001,1257789440.58,34.78501801085834,125778.944058,2515.57888116
301063_2024,0.001,0.001,0.001,1336340291.47,42.53815775696679,133634.029147,2672.68058294
301065_2021,0.001,0.001,0.001,621104645.37,14.248843565117042,62110.464537,1242.20929074
301065_2022,0.001,0.001,0.001,758739325.03,17.484518435425382,75873.932503,1517.47865006
301065_2023,0.001,0.001,0.001,697893051.87,8.857327515569986,69789.305187,1395.78610374
301065_2024,0.001,0.001,0.001,708834125.46,10.621430010155892,70883.412546,1417.6682509200002
301066_2021,0.001,0.001,0.001,669622939.81,15.361908155239393,66962.293981,1339.2458796199999
301066_2022,0.001,0.001,0.001,548969876.83,12.650555487614694,54896.98768300001,1097.9397536600002
301066_2023,0.001,0.001,0.001,692275742.11,8.786035285095116,69227.574211,1384.55148422
301066_2024,0.001,0.001,0.001,667978413.51,10.0092330667449,66797.841351,1335.95682702
301067_2021,0.001,0.001,0.001,569292340.8,15.0515255581583,56929.234079999995,1138.5846815999998
301067_2022,0.001,0.001,0.001,686852507.73,12.828705615543901,68685.250773,1373.7050154600001
301067_2023,0.001,0.001,0.001,681933245.01,10.543352679858224,68193.324501,1363.86649002
301067_2024,0.001,0.001,0.001,872533795.05,11.747248480714305,87253.37950499999,1745.0675900999997
301068_2021,0.001,0.001,0.001,527486916.79,12.101146909808081,52748.691679,1054.97383358
301068_2022,0.001,0.001,0.001,800052073.67,18.436536462414576,80005.207367,1600.10414734
301068_2023,0.001,0.001,0.001,937504798.77,11.898366129128926,93750.479877,1875.0095975400002
301068_2024,0.001,0.001,0.001,946810650.86,14.187357379913744,94681.065086,1893.62130172
301069_2021,0.001,0.001,0.001,879591549.14,61.31106033240411,87959.154914,1759.18309828
301069_2022,0.001,0.001,0.001,1010484930.0,60.65465387613639,101048.493,2020.9698600000002
301069_2023,0.001,0.001,0.001,986897245.84,41.240229854804376,98689.72458400001,1973.7944916800002
301069_2024,0.001,0.001,0.001,927932105.81,40.53193445043888,92793.21058099999,1855.8642116199999
301070_2021,0.001,0.001,0.001,343165051.5,0.6570432100696587,34316.50515,686.330103
301070_2022,0.001,0.001,0.001,303935858.45,686.5780021834062,30393.585844999998,607.8717169
301070_2023,0.001,0.001,0.001,368581262.85,0.8217335201520186,36858.126285000006,737.1625257000002
301070_2024,0.001,0.001,0.001,331191152.88,686.5780021834062,33119.115288,662.38230576
301071_2021,0.001,0.001,0.001,498351912.87,53.087129758620534,49835.191287,996.7038257400001
301071_2022,0.001,0.001,0.001,906275142.84,99.38940783515034,90627.514284,1812.5502856800001
301071_2023,0.001,0.001,0.001,751963739.52,65.57266958098998,75196.373952,1503.92747904
301071_2024,0.001,0.001,0.001,686219411.17,67.45767254792575,68621.941117,1372.43882234
301072_2021,0.001,0.001,0.001,622531111.25,35.946908769571,62253.111125,1245.0622225000002
301072_2022,0.001,0.001,0.001,692601177.84,42.06755195096336,69260.117784,1385.20235568
301072_2023,0.001,0.001,0.001,723889029.2,20.019640892336774,72388.90292000001,1447.7780584000002
301072_2024,0.001,0.001,0.001,746189771.58,23.752586390393688,74618.97715800001,1492.3795431600001
301075_2021,0.001,0.001,0.001,529615447.55,60.8705773508978,52961.544755,1059.2308951
301075_2022,0.001,0.001,0.001,401049788.47,686.5780021834062,40104.978847000006,802.0995769400001
301075_2023,0.001,0.001,0.001,334299367.07,6.237475553506907,33429.936707,668.59873414
301075_2024,0.001,0.001,0.001,240628115.62,3.948959342735089,24062.811562,481.25623124
301076_2021,0.001,0.001,0.001,342031413.67,19.74997201157614,34203.141367000004,684.0628273400001
301076_2022,0.001,0.001,0.001,398088103.44,24.179271575526194,39808.810344,796.17620688
301076_2023,0.001,0.001,0.001,435406568.95,12.041463264302596,43540.656895,870.8131379
301076_2024,0.001,0.001,0.001,419462944.08,13.352273371065492,41946.294408,838.92588816
301077_2021,0.001,0.001,0.001,791933438.75,18.167849438659154,79193.343875,1583.8668775
301077_2022,0.001,0.001,0.001,733346056.85,16.899351631778615,73334.605685,1466.6921137000002
301077_2023,0.001,0.001,0.001,697591074.05,8.853494956344742,69759.107405,1395.1821481000002
301077_2024,0.001,0.001,0.001,792399141.13,11.873598794581286,79239.914113,1584.7982822600002
301079_2021,0.001,0.001,0.001,375282469.25,41.9487175313781,37528.246925,750.5649385
301079_2022,0.001,0.001,0.001,300826356.6,27.819776752079225,30082.635660000004,601.6527132000001
301079_2023,0.001,0.001,0.001,275805825.14,15.287567853339045,27580.582513999998,551.6116502799999
301079_2024,0.001,0.001,0.001,351187671.2,18.49175085961821,35118.76712,702.3753423999999
301081_2021,0.001,0.001,0.001,708644599.48,16.257109194925455,70864.459948,1417.28919896
301081_2022,0.001,0.001,0.001,753958526.64,17.37434890179444,75395.852664,1507.9170532800001
301081_2023,0.001,0.001,0.001,721476527.53,9.156637800027443,72147.652753,1442.95305506
301081_2024,0.001,0.001,0.001,784613108.49,11.756930031365517,78461.310849,1569.2262169800001
301082_2021,0.001,0.001,0.001,1953835807.59,44.82320488472508,195383.580759,3907.67161518
301082_2022,0.001,0.001,0.001,1911307026.36,44.04448515546251,191130.702636,3822.61405272
301082_2023,0.001,0.001,0.001,2004239550.47,25.436857510767055,200423.955047,4008.47910094
301082_2024,0.001,0.001,0.001,1911210361.41,28.638275668835014,191121.03614100002,3822.4207228200003
301083_2021,0.001,0.001,0.001,525137519.02,60.03729413029664,52513.751901999996,1050.27503804
301083_2022,0.001,0.001,0.001,407203710.33,34.3143803438703,40720.371032999996,814.40742066
301083_2023,0.001,0.001,0.001,388260960.75,21.996130852379103,38826.096075,776.5219215000001
301083_2024,0.001,0.001,0.001,400101870.55,30.12845910536025,40010.187055,800.2037411000001
301086_2021,0.001,0.001,0.001,739553412.57,19.553059637651366,73955.34125700001,1479.1068251400002
301086_2022,0.001,0.001,0.001,715265454.83,13.359389175571328,71526.54548300001,1430.5309096600001
301086_2023,0.001,0.001,0.001,670623319.71,10.368490210410789,67062.331971,1341.24663942
301086_2024,0.001,0.001,0.001,818839399.7,11.024340774701594,81883.93997,1637.6787994000001
301087_2021,0.001,0.001,0.001,2275632827.25,254.36807337741524,227563.282725,4551.2656545
301087_2022,0.001,0.001,0.001,2976957963.94,275.30269253387326,297695.796394,5953.91592788
301087_2023,0.001,0.001,0.001,2853694939.62,158.1766991325375,285369.493962,5707.3898792400005
301087_2024,0.001,0.001,0.001,2982931130.48,157.0659331740102,298293.113048,5965.862260960001
301089_2021,0.001,0.001,0.001,502482146.82,53.52710452338944,50248.214682,1004.9642936399999
301089_2022,0.001,0.001,0.001,784722063.54,86.05892131832114,78472.206354,1569.4441270799998
301089_2023,0.001,0.001,0.001,835509951.28,72.85805829132713,83550.995128,1671.01990256
301089_2024,0.001,0.001,0.001,421694066.41,41.45394284138352,42169.406641,843.38813282
301090_2021,0.001,0.001,0.001,12585275004.4,726.7134513401865,1258527.5004399999,25170.550008799997
301090_2022,0.001,0.001,0.001,17326850309.3,1052.4067801995975,1732685.03093,34653.7006186
301090_2023,0.001,0.001,0.001,17224984630.37,476.3686045319992,1722498.4630369998,34449.96926074
301090_2024,0.001,0.001,0.001,18055254019.72,574.7317870570994,1805525.401972,36110.50803944
301092_2021,0.001,0.001,0.001,451344158.9,10.354345861258725,45134.41589,902.6883177999999
301092_2022,0.001,0.001,0.001,676040494.39,15.578792474989587,67604.049439,1352.0809887799999
301092_2023,0.001,0.001,0.001,526200402.55,6.678285865895532,52620.040255,1052.4008051
301092_2024,0.001,0.001,0.001,571839030.51,8.568645359301499,57183.903051,1143.67806102
301093_2021,0.001,0.001,0.001,820866851.98,47.39943965345075,82086.685198,1641.7337039600002
301093_2022,0.001,0.001,0.001,584137522.12,35.479632932369704,58413.752212,1168.27504424
301093_2023,0.001,0.001,0.001,622923088.48,17.22735948726397,62292.308848,1245.84617696
301093_2024,0.001,0.001,0.001,586413168.94,18.666604644310045,58641.316894,1172.82633788
301097_2021,0.001,0.001,0.001,414731858.47,9.514418249583299,41473.185847,829.46371694
301097_2022,0.001,0.001,0.001,399325371.39,9.2021219771698,39932.537139,798.65074278
301097_2023,0.001,0.001,0.001,380921993.55,4.834481222754272,38092.199355000004,761.8439871
301097_2024,0.001,0.001,0.001,418956783.24,6.277801802468136,41895.678324,837.91356648
301100_2021,0.001,0.001,0.001,753658875.74,157.73416050551967,75365.88757400001,1507.3177514800002
301100_2022,0.001,0.001,0.001,834672233.9,137.8696230514126,83467.22339,1669.3444678
301100_2023,0.001,0.001,0.001,752785178.04,75.86739134645393,75278.517804,1505.57035608
301100_2024,0.001,0.001,0.001,1003563438.58,142.15449132376025,100356.34385800001,2007.1268771600003
301101_2021,0.001,0.001,0.001,575569283.16,33.23518477779515,57556.928316,1151.1385663199999
301101_2022,0.001,0.001,0.001,623065041.29,37.84403179191712,62306.50412899999,1246.13008258
301101_2023,0.001,0.001,0.001,748743207.89,20.707000020568977,74874.320789,1497.48641578
301101_2024,0.001,0.001,0.001,770297786.61,24.519988640478793,77029.778661,1540.59557322
301105_2022,0.001,0.001,0.001,230151934.6,4.298668757269724,23015.19346,460.3038692
301105_2023,0.001,0.001,0.001,174840339.68,2.7032020764516593,17484.033968,349.68067936
301105_2024,0.001,0.001,0.001,201365917.46,2.7110645815318524,20136.591746000002,402.73183492000004
301106_2021,0.001,0.001,0.001,564753877.46,32.61066915925337,56475.387746,1129.50775492
301106_2022,0.001,0.001,0.001,632654725.79,38.426494778993195,63265.472578999994,1265.3094515799999
301106_2023,0.001,0.001,0.001,570057252.01,15.765319010186934,57005.725201,1140.1145040200001
301106_2024,0.001,0.001,0.001,825076308.05,26.26368925444806,82507.630805,1650.1526161
301107_2022,0.001,0.001,0.001,560204819.49,65.46630801217796,56020.481949,1120.40963898
301107_2023,0.001,0.001,0.001,508856580.24,44.57919871135559,50885.658024000004,1017.71316048
301107_2024,0.001,0.001,0.001,548819601.59,34.614152471236665,54881.960159,1097.63920318
301108_2021,0.001,0.001,0.001,984448664.58,101.09044847687196,98444.866458,1968.89732916
301108_2022,0.001,0.001,0.001,666562814.54,64.20666670532678,66656.281454,1333.12562908
301108_2023,0.001,0.001,0.001,622587051.34,30.361287486480883,62258.705134,1245.17410268
301108_2024,0.001,0.001,0.001,547450447.64,37.14754361366439,54745.044764,1094.90089528
301111_2021,0.001,0.001,0.001,349788913.72,9.248072383019506,34978.891372000006,699.5778274400001
301111_2022,0.001,0.001,0.001,283336348.33,5.292022030933051,28333.634833,566.67269666
301111_2023,0.001,0.001,0.001,292397132.03,4.520744674247625,29239.713202999996,584.7942640599999
301111_2024,0.001,0.001,0.001,278638789.67,3.751418130952062,27863.878967,557.27757934
301112_2022,0.001,0.001,0.001,549831941.7,10.269500422156081,54983.19417,1099.6638834
301112_2023,0.001,0.001,0.001,498190715.28,7.702514067855494,49819.071528,996.38143056
301112_2024,0.001,0.001,0.001,665554227.24,8.960605227136266,66555.422724,1331.10845448
301113_2021,0.001,0.001,0.001,448401605.82,10.286840363060437,44840.160582,896.80321164
301113_2022,0.001,0.001,0.001,173817258.5,4.0054745554649935,17381.72585,347.63451699999996
301113_2023,0.001,0.001,0.001,157980302.01,2.0050110431130657,15798.030201,315.96060402
301113_2024,0.001,0.001,0.001,295778402.56,4.432051855951504,29577.840256,591.55680512
301116_2021,0.001,0.001,0.001,16414226264.93,947.8091671334682,1641422.626493,32828.45252986
301116_2022,0.001,0.001,0.001,18714660064.86,1136.700253641482,1871466.006486,37429.32012972
301116_2023,0.001,0.001,0.001,21888226740.9,605.3337202901498,2188822.6740900003,43776.45348180001
301116_2024,0.001,0.001,0.001,20837269956.74,663.2884470386482,2083726.9956740001,41674.53991348
301118_2021,0.001,0.001,0.001,933101792.81,104.30123105093372,93310.17928099999,1866.2035856199998
301118_2022,0.001,0.001,0.001,1080038967.41,99.8796890554515,108003.896741,2160.0779348200003
301118_2023,0.001,0.001,0.001,936430932.93,51.9051815525152,93643.093293,1872.86186586
301118_2024,0.001,0.001,0.001,1234857956.2,65.02131921386123,123485.79562,2469.7159124
301119_2021,0.001,0.001,0.001,354105954.56,8.123591394162178,35410.595456,708.2119091200001
301119_2022,0.001,0.001,0.001,427794681.02,9.858173604716436,42779.468102,855.58936204
301119_2023,0.001,0.001,0.001,417413947.34,5.297619787517177,41741.394733999994,834.8278946799999
301119_2024,0.001,0.001,0.001,422241051.55,6.327014481057222,42224.105155000005,844.4821031000001
301120_2022,0.001,0.001,0.001,451839449.07,0.23416551900159624,45183.944907,903.67889814
301120_2023,0.001,0.001,0.001,448170433.99,0.1877612139042674,44817.043399,896.3408679800001
301120_2024,0.001,0.001,0.001,377019697.09,0.1749680840846626,37701.969709,754.0393941799999
301121_2022,0.001,0.001,0.001,922211358.56,107.77089155852175,92221.135856,1844.42271712
301121_2023,0.001,0.001,0.001,972157492.16,85.16741986768368,97215.749216,1944.31498432
301121_2024,0.001,0.001,0.001,1144966474.53,72.2132445871406,114496.647453,2289.93294906
301122_2021,0.001,0.001,0.001,442051932.24,25.52547204867725,44205.193224,884.1038644800001
301122_2022,0.001,0.001,0.001,465485537.41,28.272890162397236,46548.553741,930.9710748200001
301122_2023,0.001,0.001,0.001,410470639.42,11.35184326127684,41047.063942,820.94127884
301122_2024,0.001,0.001,0.001,387893051.46,12.347345897717503,38789.305146,775.78610292
301123_2021,0.001,0.001,0.001,1500228718.35,39.664561208739336,150022.871835,3000.4574367
301123_2022,0.001,0.001,0.001,1563428405.42,29.20097479209709,156342.84054200002,3126.8568108400004
301123_2023,0.001,0.001,0.001,1469845458.06,22.725243508236773,146984.54580599998,2939.6909161199997
301123_2024,0.001,0.001,0.001,1710425583.28,23.028098680589736,171042.55832799998,3420.85116656
301125_2022,0.001,0.001,0.001,434613852.45,26.397790534471692,43461.385245,869.2277048999999
301125_2023,0.001,0.001,0.001,462571299.51,12.792722267839773,46257.129951,925.14259902
301125_2024,0.001,0.001,0.001,606634214.34,19.31027753565854,60663.421434,1213.2684286800002
301128_2021,0.001,0.001,0.001,422471846.67,11.16973713157646,42247.184667,844.9436933400001
301128_2022,0.001,0.001,0.001,456621552.81,8.528560954187759,45662.155281,913.24310562
301128_2023,0.001,0.001,0.001,674219987.56,10.424098201210974,67421.998756,1348.43997512
301128_2024,0.001,0.001,0.001,1126529989.82,15.166894149508272,112652.99898199999,2253.0599796399997
301129_2021,0.001,0.001,0.001,529582537.98,54.381440288466926,52958.253798000005,1059.1650759600002
301129_2022,0.001,0.001,0.001,647498872.9,62.37033242404229,64749.88729,1294.9977458
301129_2023,0.001,0.001,0.001,431577441.19,21.046449225770345,43157.744119,863.1548823800001
301129_2024,0.001,0.001,0.001,427978229.66,29.040692213386176,42797.822966,855.95645932
301130_2021,0.001,0.001,0.001,285655932.11,43.69930234817571,28565.593211000003,571.3118642200001
301130_2022,0.001,0.001,0.001,255467987.43,84.40241323111589,25546.798743,510.93597486
301130_2023,0.001,0.001,0.001,225491234.57,43.52432277754848,22549.123456999998,450.98246914
301130_2024,0.001,0.001,0.001,256405243.38,79.50316998377005,25640.524338,512.81048676
301131_2021,0.001,0.001,0.001,1303081484.82,34.45218364534704,130308.14848199999,2606.16296964
301131_2022,0.001,0.001,0.001,1303511398.87,24.346368127671703,130351.13988699998,2607.0227977399995
301131_2023,0.001,0.001,0.001,1477393224.03,22.84193932729099,147739.322403,2954.78644806
301131_2024,0.001,0.001,0.001,1709863154.15,23.020526487076562,170986.31541500002,3419.7263083000003
301132_2022,0.001,0.001,0.001,1041826455.01,87.79298499158452,104182.64550099999,2083.65291002
301132_2023,0.001,0.001,0.001,1216993926.69,68.94630252373089,121699.39266900001,2433.98785338
301132_2024,0.001,0.001,0.001,1267732043.26,95.46272045519109,126773.20432599999,2535.46408652
301133_2021,0.001,0.001,0.001,549476756.18,14.527621129831275,54947.675617999994,1098.9535123599999
301133_2022,0.001,0.001,0.001,729209896.75,13.619836852986012,72920.989675,1458.4197935000002
301133_2023,0.001,0.001,0.001,926089211.94,14.318241918755856,92608.92119400001,1852.1784238800003
301133_2024,0.001,0.001,0.001,1134236309.7,15.270647213304548,113423.63097,2268.4726194
301135_2022,0.001,0.001,0.001,1034367217.66,19.319420668033153,103436.721766,2068.73443532
301135_2023,0.001,0.001,0.001,1069245354.36,16.531575421509395,106924.535436,2138.49070872
301135_2024,0.001,0.001,0.001,1262403023.59,16.996203568329364,126240.302359,2524.80604718
301137_2021,0.001,0.001,0.001,1715578619.42,99.06291750702816,171557.86194200002,3431.1572388400004
301137_2022,0.001,0.001,0.001,1570940929.91,95.41658503524847,157094.092991,3141.8818598200005
301137_2023,0.001,0.001,0.001,1578600799.07,43.65727319374227,157860.079907,3157.20159814
301137_2024,0.001,0.001,0.001,1572887010.55,50.06787284327109,157288.70105499998,3145.7740210999996
301138_2021,0.001,0.001,0.001,558703416.19,14.771564880702398,55870.341619000006,1117.4068323800002
301138_2022,0.001,0.001,0.001,544902633.31,10.177433136222257,54490.263330999995,1089.8052666199999
301138_2023,0.001,0.001,0.001,532980846.53,8.240403408537114,53298.084653,1065.96169306
301138_2024,0.001,0.001,0.001,645809403.09,8.694773282501082,64580.940309000005,1291.61880618
301141_2023,0.001,0.001,0.001,484597566.06,6.150282402640999,48459.756606,969.19513212
301141_2024,0.001,0.001,0.001,546404129.27,8.18751948847725,54640.412927,1092.80825854
301149_2021,0.001,0.001,0.001,4275241309.32,298.0014736471561,427524.130932,8550.48261864
301149_2022,0.001,0.001,0.001,3167841143.48,190.15059244115943,316784.114348,6335.68228696
301149_2023,0.001,0.001,0.001,5021012302.93,209.8168804801838,502101.23029300006,10042.02460586
301149_2024,0.001,0.001,0.001,5623962004.02,245.65381224709105,562396.200402,11247.92400804
301150_2022,0.001,0.001,0.001,2895364468.32,305.1364450739815,289536.44683200005,5790.728936640001
301150_2023,0.001,0.001,0.001,3415405324.21,239.0557016854553,341540.532421,6830.810648420001
301150_2024,0.001,0.001,0.001,4785869359.64,332.83146931281993,478586.93596400006,9571.738719280002
301151_2021,0.001,0.001,0.001,1046848450.35,2.004355231594473,104684.845035,2093.6969007000002
301151_2022,0.001,0.001,0.001,933341911.74,686.5780021834062,93334.191174,1866.6838234800002
301151_2023,0.001,0.001,0.001,1057029246.54,2.3565939216406644,105702.924654,2114.05849308
301151_2024,0.001,0.001,0.001,914696860.48,686.5780021834062,91469.686048,1829.39372096
301152_2022,0.001,0.001,0.001,2617619390.58,287.0691568923284,261761.939058,5235.23878116
301152_2023,0.001,0.001,0.001,2443327297.5,213.06279164398387,244332.72975,4886.654595
301152_2024,0.001,0.001,0.001,1753691994.78,172.39381225326633,175369.199478,3507.38398956
301155_2021,0.001,0.001,0.001,5458269681.72,315.17769753632405,545826.968172,10916.53936344
301155_2022,0.001,0.001,0.001,1632735416.09,99.16988901571148,163273.54160899998,3265.4708321799994
301155_2023,0.001,0.001,0.001,1685311354.83,46.60842581460434,168531.135483,3370.62270966
301155_2024,0.001,0.001,0.001,1354510829.7,43.11655925147422,135451.08297000002,2709.0216594000003
301156_2022,0.001,0.001,0.001,483316843.54,686.5780021834062,48331.684354000005,966.6336870800001
301156_2023,0.001,0.001,0.001,504419868.4,1.1245789080266861,50441.98684,1008.8397368
301156_2024,0.001,0.001,0.001,489929618.41,686.5780021834062,48992.961841000004,979.8592368200001
301157_2022,0.001,0.001,0.001,248018709.62,5.715385452717695,24801.870962,496.03741924
301157_2023,0.001,0.001,0.001,281563769.56,3.5734737820200375,28156.376956,563.12753912
301157_2024,0.001,0.001,0.001,279688538.96,4.19095544994897,27968.853895999997,559.3770779199999
301158_2021,0.001,0.001,0.001,445154844.85,31.029078867964742,44515.484485,890.3096897
301158_2022,0.001,0.001,0.001,492281964.65,29.54936910866168,49228.196465,984.5639293
301158_2023,0.001,0.001,0.001,567008289.47,23.69400896181374,56700.828947,1134.01657894
301158_2024,0.001,0.001,0.001,667229336.67,29.14447680815099,66722.93366699999,1334.45867334
301160_2022,0.001,0.001,0.001,1211836869.44,73.60514548971331,121183.686944,2423.67373888
301160_2023,0.001,0.001,0.001,1353475160.21,37.43127132904224,135347.51602100002,2706.9503204200005
301160_2024,0.001,0.001,0.001,1485343689.24,47.28120867081153,148534.368924,2970.6873784800005
301161_2022,0.001,0.001,0.001,340433254.52,686.5780021834062,34043.325452,680.86650904
301161_2023,0.001,0.001,0.001,363196925.17,0.8097294081652567,36319.692517,726.3938503400001
301161_2024,0.001,0.001,0.001,715553244.5,686.5780021834062,71555.32445,1431.106489
301163_2022,0.001,0.001,0.001,808213177.1,49.089650585263286,80821.31771,1616.4263542
301163_2023,0.001,0.001,0.001,697044411.84,19.277234835937058,69704.44118400001,1394.0888236800001
301163_2024,0.001,0.001,0.001,651712544.65,20.745203308971934,65171.254465,1303.4250893
301165_2022,0.001,0.001,0.001,11325958711.82,729.4621170311922,1132595.871182,22651.91742364
301165_2023,0.001,0.001,0.001,11541569858.79,544.9213098690586,1154156.985879,23083.13971758
301165_2024,0.001,0.001,0.001,11698764748.91,505.9400923916194,1169876.474891,23397.52949782
301168_2021,0.001,0.001,0.001,1132358124.86,65.38592766406887,113235.812486,2264.71624972
301168_2022,0.001,0.001,0.001,1248755751.35,75.84754274864373,124875.57513499999,2497.5115026999997
301168_2023,0.001,0.001,0.001,1540379543.6,42.6002385128751,154037.95436,3080.7590872
301168_2024,0.001,0.001,0.001,1587175443.33,50.52269981479558,158717.544333,3174.35088666
301170_2023,0.001,0.001,0.001,1010628945.44,27.949627286753486,101062.89454400001,2021.2578908800003
301170_2024,0.001,0.001,0.001,1065696735.17,33.923077924919106,106569.673517,2131.39347034
301173_2024,0.001,0.001,0.001,2407441296.88,686.5780021834062,240744.12968800002,4814.88259376
301176_2022,0.001,0.001,0.001,1334709512.9,112.47375382978737,133470.95129,2669.4190258
301176_2023,0.001,0.001,0.001,1276737812.45,72.33097021287492,127673.781245,2553.4756249
301176_2024,0.001,0.001,0.001,1437009904.31,108.20967689175298,143700.99043099998,2874.01980862
301180_2021,0.001,0.001,0.001,1331449371.27,76.88208382749379,133144.937127,2662.8987425400005
301180_2022,0.001,0.001,0.001,1188552331.29,72.190877726938,118855.233129,2377.10466258
301180_2023,0.001,0.001,0.001,873435611.94,24.155452822570854,87343.56119400001,1746.8712238800001
301180_2024,0.001,0.001,0.001,1087557843.1,34.61895700886521,108755.78430999999,2175.1156862
301181_2021,0.001,0.001,0.001,478722736.79,27.642959900840587,47872.273679000005,957.4454735800001
301181_2022,0.001,0.001,0.001,517839811.21,31.452809867132768,51783.981121,1035.67962242
301181_2023,0.001,0.001,0.001,570951643.63,15.790054015591428,57095.164362999996,1141.9032872599998
301181_2024,0.001,0.001,0.001,513709442.63,16.3523119457848,51370.944263,1027.41888526
301182_2021,0.001,0.001,0.001,615512487.89,65.56770520752788,61551.248789,1231.02497578
301182_2022,0.001,0.001,0.001,504553023.12,55.333335119602914,50455.302312,1009.1060462400001
301182_2023,0.001,0.001,0.001,546259136.87,47.634836635125545,54625.913687,1092.51827374
301182_2024,0.001,0.001,0.001,596087604.82,58.59741330730642,59608.760482000005,1192.17520964
301183_2022,0.001,0.001,0.001,305848214.41,32.23270779842209,30584.821441000004,611.69642882
301183_2023,0.001,0.001,0.001,352835012.28,24.696108787410626,35283.501227999994,705.6700245599999
