DMU,投入_资本,投入_劳动,投入_能源,产出_营收,非期望_SO2,非期望_废水,非期望_烟尘
541_2024,0.001,0.001,0.001,9048237647.14,121.81980406548762,904823.7647139999,18096.47529428
545_2019,0.001,0.001,0.001,1884877536.19,1179.074838919456,188487.753619,3769.75507238
545_2020,0.001,0.001,0.001,1834093431.13,554.6414050157766,183409.343113,3668.1868622600005
545_2021,0.001,0.001,0.001,2620129585.78,400.8242857575594,262012.95857800002,5240.25917156
545_2022,0.001,0.001,0.001,2509996539.64,829.261494868959,250999.653964,5019.99307928
545_2023,0.001,0.001,0.001,2264264851.79,437.0484486951201,226426.485179,4528.52970358
545_2024,0.001,0.001,0.001,2132842535.4,661.3271257843078,213284.25354,4265.6850708
547_2019,0.001,0.001,0.001,4039258215.89,1266.6674631140684,403925.821589,8078.51643178
547_2020,0.001,0.001,0.001,4246553566.86,990.4805583144671,424655.356686,8493.107133720001
547_2021,0.001,0.001,0.001,4225396550.73,457.05110640865473,422539.655073,8450.79310146
547_2022,0.001,0.001,0.001,3564167602.82,229.55454025218478,356416.760282,7128.33520564
547_2023,0.001,0.001,0.001,1862575225.19,87.93924430195305,186257.52251900002,3725.1504503800006
547_2024,0.001,0.001,0.001,1868864473.05,80.82335908587525,186886.447305,3737.7289461
550_2019,0.001,0.001,0.001,29173636262.0,8542.054872700162,2917363.6262,58347.272524
550_2020,0.001,0.001,0.001,33095733665.0,6727.046581614414,3309573.3665,66191.46733
550_2021,0.001,0.001,0.001,35221306472.0,4026.739396299448,3522130.6472,70442.61294400001
550_2022,0.001,0.001,0.001,30100283842.0,2536.50092573026,3010028.3842,60200.56768400001
550_2023,0.001,0.001,0.001,33167325081.0,1879.0269850870434,3316732.5081,66334.650162
550_2024,0.001,0.001,0.001,38374160748.0,2889.649906433407,3837416.0748,76748.321496
553_2019,0.001,0.001,0.001,27563239000.0,2892.0562986087516,2756323.9,55126.478
553_2020,0.001,0.001,0.001,28444833000.0,6496.552955110051,2844483.3,56889.666
553_2021,0.001,0.001,0.001,31038605000.0,4446.324445151972,3103860.5,62077.21
553_2022,0.001,0.001,0.001,37381915000.0,3939.602346428005,3738191.5,74763.83
553_2023,0.001,0.001,0.001,32779456000.0,2294.3443343024123,3277945.6,65558.912
553_2024,0.001,0.001,0.001,29488046000.0,2050.7349741118483,2948804.6,58976.092000000004
559_2019,0.001,0.001,0.001,10581105123.62,725.6613986668258,1058110.512362,21162.21024724
559_2020,0.001,0.001,0.001,10881679917.66,515.559245653879,1088167.991766,21763.35983532
559_2021,0.001,0.001,0.001,14322135324.57,328.56599492451915,1432213.5324569999,28644.27064914
559_2022,0.001,0.001,0.001,14014955322.22,322.9630211842911,1401495.532222,28029.91064444
559_2023,0.001,0.001,0.001,14486808920.82,183.85970590102033,1448680.892082,28973.61784164
559_2024,0.001,0.001,0.001,12868427458.12,192.82522762076425,1286842.745812,25736.85491624
561_2019,0.001,0.001,0.001,1344782769.12,1278.2503543143894,134478.276912,2689.56553824
561_2020,0.001,0.001,0.001,1387331597.75,89.85614636133792,138733.159775,2774.6631955000003
561_2021,0.001,0.001,0.001,1502408057.22,350.68559441733737,150240.805722,3004.8161144399996
561_2022,0.001,0.001,0.001,1600015742.95,178.2557944011963,160001.574295,3200.0314859
561_2023,0.001,0.001,0.001,1470321144.51,173.35856598766537,147032.114451,2940.64228902
561_2024,0.001,0.001,0.001,1201478479.2,235.81234349836035,120147.84792,2402.9569584
565_2019,0.001,0.001,0.001,473030122.64,314.06036952031644,47303.012264,946.06024528
565_2020,0.001,0.001,0.001,432884602.17,164.65139766136159,43288.460217,865.76920434
565_2021,0.001,0.001,0.001,489313953.05,75.28168987944794,48931.395305,978.6279061
565_2022,0.001,0.001,0.001,468843671.21,54.78971819081619,46884.367120999996,937.6873424199999
565_2023,0.001,0.001,0.001,500201805.24,43.82098323471756,50020.180524,1000.4036104800001
565_2024,0.001,0.001,0.001,350443974.95,22.102565481266453,35044.397495,700.8879499
566_2019,0.001,0.001,0.001,2445289306.23,84.84000134425372,244528.930623,4890.57861246
566_2020,0.001,0.001,0.001,2200313977.32,96.66737847920248,220031.397732,4400.62795464
566_2021,0.001,0.001,0.001,2059062761.85,41.831639587437884,205906.276185,4118.1255237
566_2022,0.001,0.001,0.001,1779052193.18,35.10509324032546,177905.21931800002,3558.1043863600003
566_2023,0.001,0.001,0.001,1478580692.25,18.123034026528522,147858.069225,2957.1613845
566_2024,0.001,0.001,0.001,990701458.53,11.743246712636315,99070.145853,1981.40291706
568_2019,0.001,0.001,0.001,15816934272.86,5142.006419939117,1581693.427286,31633.86854572
568_2020,0.001,0.001,0.001,16652854549.8,4604.212693488257,1665285.45498,33305.7090996
568_2021,0.001,0.001,0.001,20642261724.37,3166.7385215129675,2064226.1724369999,41284.52344874
568_2022,0.001,0.001,0.001,25123563271.62,686.5780021834062,2512356.327162,50247.126543239996
568_2023,0.001,0.001,0.001,30233301388.26,1511.0256806589541,3023330.138826,60466.602776520005
568_2024,0.001,0.001,0.001,31196248208.33,4595.807638054006,3119624.8208330004,62392.49641666001
570_2019,0.001,0.001,0.001,2045820801.1,440.33341726080187,204582.08010999998,4091.6416022
570_2020,0.001,0.001,0.001,2296464711.24,445.44415369125994,229646.47112399997,4592.92942248
570_2021,0.001,0.001,0.001,2452430515.6,141.61106877208326,245243.05156,4904.8610312
570_2022,0.001,0.001,0.001,2182043095.61,132.5340097891373,218204.309561,4364.08619122
570_2023,0.001,0.001,0.001,2155698787.49,59.61730853317316,215569.87874899997,4311.397574979999
570_2024,0.001,0.001,0.001,2415869028.32,76.90153361596317,241586.90283200002,4831.738056640001
572_2021,0.001,0.001,0.001,1762567426.41,35.8080805967741,176256.74264100002,3525.1348528200006
572_2022,0.001,0.001,0.001,2377126849.35,46.90658318537013,237712.684935,4754.2536987
572_2023,0.001,0.001,0.001,2546300554.39,31.210127273308043,254630.055439,5092.60110878
572_2024,0.001,0.001,0.001,1775306138.28,21.04353212845136,177530.613828,3550.6122765600003
576_2019,0.001,0.001,0.001,494554058.97,16.89217544942862,49455.405897000004,989.10811794
576_2020,0.001,0.001,0.001,514783192.92,14.17833832014105,51478.319292,1029.56638584
576_2021,0.001,0.001,0.001,539626377.05,14.267186863274311,53962.637704999994,1079.2527541
576_2022,0.001,0.001,0.001,445381991.65,8.31863375766914,44538.199165,890.7639833
576_2023,0.001,0.001,0.001,323277259.89,4.998181551257957,32327.725989,646.55451978
576_2024,0.001,0.001,0.001,396288612.52,5.335381652561871,39628.861251999995,792.5772250399999
581_2019,0.001,0.001,0.001,8784356960.3,1890.7061247435904,878435.6960299999,17568.7139206
581_2020,0.001,0.001,0.001,12883826306.6,2499.069581761517,1288382.63066,25767.6526132
581_2021,0.001,0.001,0.001,13682426710.95,790.0664494297772,1368242.671095,27364.853421900003
581_2022,0.001,0.001,0.001,12729634917.03,773.1788442217539,1272963.4917030002,25459.269834060004
581_2023,0.001,0.001,0.001,11093141950.98,306.7883463737064,1109314.1950979999,22186.28390196
581_2024,0.001,0.001,0.001,11167263155.85,355.47442883321486,1116726.315585,22334.5263117
584_2019,0.001,0.001,0.001,1736701249.52,373.79989271350956,173670.12495199998,3473.40249904
584_2020,0.001,0.001,0.001,1617874773.03,313.8183902950779,161787.477303,3235.74954606
584_2021,0.001,0.001,0.001,1722458685.91,99.46019423420732,172245.868591,3444.91737182
584_2022,0.001,0.001,0.001,1822369755.92,110.68799308155248,182236.975592,3644.73951184
586_2019,0.001,0.001,0.001,434269804.11,141.17894670340254,43426.980411000004,868.5396082200001
586_2020,0.001,0.001,0.001,485105246.04,134.1228150894969,48510.524604000006,970.2104920800001
586_2021,0.001,0.001,0.001,449639251.65,68.97935691336048,44963.925165,899.2785033
586_2022,0.001,0.001,0.001,446308797.55,686.5780021834062,44630.879755,892.6175951
586_2023,0.001,0.001,0.001,495808383.28,24.779933564020034,49580.838328,991.61676656
586_2024,0.001,0.001,0.001,422197654.74,62.19783845367892,42219.765474,844.39530948
587_2019,0.001,0.001,0.001,4233894762.71,1956.7549997429037,423389.476271,8467.78952542
589_2019,0.001,0.001,0.001,6458337888.66,10394.37463156769,645833.788866,12916.67577732
589_2020,0.001,0.001,0.001,6808729456.34,7013.376449558287,680872.945634,13617.45891268
589_2021,0.001,0.001,0.001,7339279211.48,4067.6801699823764,733927.9211479999,14678.558422959999
589_2022,0.001,0.001,0.001,8439860381.14,686.5780021834062,843986.038114,16879.72076228
589_2023,0.001,0.001,0.001,9601195952.98,2319.249599443311,960119.5952979999,19202.391905959998
589_2024,0.001,0.001,0.001,10690550119.05,2885.020624806861,1069055.0119049998,21381.100238099996
590_2019,0.001,0.001,0.001,315034457.5,63.3311698549091,31503.44575,630.068915
590_2020,0.001,0.001,0.001,275090121.33,50.02266011875667,27509.012132999997,550.18024266
590_2021,0.001,0.001,0.001,300774612.76,33.620300187467045,30077.461275999998,601.5492255199999
590_2022,0.001,0.001,0.001,350528110.13,32.41608840182602,35052.811013,701.05622026
590_2023,0.001,0.001,0.001,404647908.22,22.42912146791999,40464.790822,809.2958164400001
590_2024,0.001,0.001,0.001,343208128.81,18.071588872309697,34320.812881,686.41625762
595_2019,0.001,0.001,0.001,311233895.22,1335.080826667359,31123.389522,622.46779044
595_2021,0.001,0.001,0.001,174767013.87,323.80720808861275,17476.701387,349.53402774
595_2022,0.001,0.001,0.001,250413072.18,286.92674758698587,25041.307218,500.82614436000006
595_2023,0.001,0.001,0.001,297934696.74,243.1312855556866,29793.469674,595.86939348
595_2024,0.001,0.001,0.001,236976028.0,167.67586449999186,23697.6028,473.952056
596_2019,0.001,0.001,0.001,10416961584.23,755.4213710836918,1041696.1584229999,20833.923168459998
596_2020,0.001,0.001,0.001,10292064534.41,418.63975475227744,1029206.453441,20584.12906882
596_2021,0.001,0.001,0.001,13269826266.04,1362.6436163804124,1326982.626604,26539.652532080003
596_2022,0.001,0.001,0.001,16713234153.52,1609.9023699719855,1671323.4153520002,33426.468307040006
596_2023,0.001,0.001,0.001,20253526598.02,987.690223132761,2025352.659802,40507.053196040004
596_2024,0.001,0.001,0.001,23577928065.99,1599.8929490823373,2357792.806599,47155.85613198
597_2019,0.001,0.001,0.001,8220102898.48,1908.9824118021932,822010.2898479999,16440.20579696
597_2020,0.001,0.001,0.001,7384354375.59,2260.112418429017,738435.437559,14768.70875118
597_2021,0.001,0.001,0.001,8145117456.96,1704.7012987553019,814511.745696,16290.234913920001
597_2022,0.001,0.001,0.001,8808942628.82,1455.044927087436,880894.262882,17617.88525764
597_2023,0.001,0.001,0.001,8243175021.66,830.7658061678286,824317.502166,16486.35004332
597_2024,0.001,0.001,0.001,7502554909.23,1062.7348862561737,750255.4909229999,15005.109818459998
599_2019,0.001,0.001,0.001,4123789731.06,655.7631614994107,412378.973106,8247.57946212
599_2020,0.001,0.001,0.001,4420681414.44,532.5374847795283,442068.14144399995,8841.36282888
599_2021,0.001,0.001,0.001,3924521010.35,273.5548615452406,392452.101035,7849.0420207
599_2022,0.001,0.001,0.001,3910397748.47,234.72277013717647,391039.77484699996,7820.79549694
599_2023,0.001,0.001,0.001,4655500230.14,194.54294800129085,465550.02301400003,9311.000460280002
599_2024,0.001,0.001,0.001,4334578017.18,189.33371413988613,433457.80171800003,8669.156034360001
612_2019,0.001,0.001,0.001,4761183623.18,1203.2198037315718,476118.36231800006,9522.367246360001
612_2020,0.001,0.001,0.001,4744064718.26,1192.0317340475244,474406.471826,9488.129436520001
612_2021,0.001,0.001,0.001,4917909771.65,523.882235517527,491790.977165,9835.8195433
612_2022,0.001,0.001,0.001,6676094278.6,732.154094972054,667609.42786,13352.188557200001
612_2023,0.001,0.001,0.001,6186553848.06,539.4792727409844,618655.384806,12373.107696120001
612_2024,0.001,0.001,0.001,6465185298.11,635.5494258869409,646518.529811,12930.37059622
619_2019,0.001,0.001,0.001,3614279528.0,262.10176301838567,361427.9528,7228.559056000001
619_2020,0.001,0.001,0.001,3907963513.52,158.96022429815127,390796.351352,7815.927027040001
619_2021,0.001,0.001,0.001,4853585316.61,498.4019319953004,485358.531661,9707.17063322
619_2022,0.001,0.001,0.001,5487994505.56,528.6311003447229,548799.450556,10975.98901112
619_2023,0.001,0.001,0.001,5796311628.54,282.66486322926926,579631.162854,11592.62325708
619_2024,0.001,0.001,0.001,5276178312.18,358.017907940525,527617.831218,10552.356624360002
622_2019,0.001,0.001,0.001,345616127.88,69.4789829438396,34561.612788,691.2322557599999
622_2020,0.001,0.001,0.001,305856113.09,55.61717853179977,30585.611308999996,611.7122261799999
622_2021,0.001,0.001,0.001,346201253.88,38.698046932606715,34620.125388,692.40250776
622_2022,0.001,0.001,0.001,246280695.1,22.775510874331715,24628.06951,492.56139020000006
622_2023,0.001,0.001,0.001,111472013.18,6.1787526219670275,11147.201318000001,222.94402636000004
623_2019,0.001,0.001,0.001,3088379591.97,1931.918970865754,308837.95919699996,6176.759183939999
623_2020,0.001,0.001,0.001,2251650950.38,680.9134286874577,225165.095038,4503.3019007600005
623_2021,0.001,0.001,0.001,2303763763.87,352.4270212507242,230376.376387,4607.52752774
623_2022,0.001,0.001,0.001,2868211464.89,947.6098032055883,286821.146489,5736.42292978
623_2023,0.001,0.001,0.001,3449123301.81,665.7498513137978,344912.330181,6898.24660362
623_2024,0.001,0.001,0.001,2610575103.43,809.4569107379748,261057.51034299997,5221.150206859999
625_2019,0.001,0.001,0.001,70595245133.28,46870.522006499414,7059524.513328,141190.49026656
625_2020,0.001,0.001,0.001,84565544146.58,32165.235187228678,8456554.414658,169131.08829316002
625_2021,0.001,0.001,0.001,105141877237.05,16176.236435043518,10514187.723705001,210283.75447410002
625_2022,0.001,0.001,0.001,121252864085.4,14169.776966217702,12125286.40854,242505.7281708
625_2023,0.001,0.001,0.001,151297706646.97,13254.678805581207,15129770.664697,302595.41329394
625_2024,0.001,0.001,0.001,159733034213.25,10074.391630569344,15973303.421325,319466.0684265
629_2019,0.001,0.001,0.001,13158669728.41,4277.817878869404,1315866.972841,26317.33945682
629_2020,0.001,0.001,0.001,10578911804.85,2924.877525923513,1057891.1804850001,21157.823609700004
629_2021,0.001,0.001,0.001,14060273802.78,2156.9928367741377,1406027.3802780001,28120.547605560005
629_2022,0.001,0.001,0.001,15087546372.12,686.5780021834062,1508754.637212,30175.092744240003
629_2023,0.001,0.001,0.001,14380138064.21,718.7027849654626,1438013.8064209998,28760.276128419995
629_2024,0.001,0.001,0.001,13208840921.58,1945.9164317402817,1320884.092158,26417.68184316
630_2019,0.001,0.001,0.001,92915235942.87,6738.0641046797045,9291523.594286999,185830.47188573997
630_2020,0.001,0.001,0.001,99438069611.03,4044.7403857430136,9943806.961103,198876.13922206
630_2021,0.001,0.001,0.001,131033652129.77,13455.501679218783,13103365.212977,262067.30425954
630_2022,0.001,0.001,0.001,121845466281.57,11736.765196682643,12184546.628157001,243690.93256314003
630_2023,0.001,0.001,0.001,137453847565.82,6703.120106797276,13745384.756582001,274907.69513164
630_2024,0.001,0.001,0.001,145531399282.95,9875.111117958264,14553139.928295001,291062.7985659
633_2019,0.001,0.001,0.001,99665118.96,22.240899021877713,9966.511896,199.33023792
633_2020,0.001,0.001,0.001,131431254.34,23.30266462998187,13143.125434,262.86250868
633_2021,0.001,0.001,0.001,164557989.2,6.851433169868119,16455.798919999997,329.11597839999996
633_2022,0.001,0.001,0.001,229320855.55,7.173768250990719,22932.085555,458.64171110000007
633_2023,0.001,0.001,0.001,233898499.07,7.87323100223422,23389.849907,467.79699814
633_2024,0.001,0.001,0.001,277184746.5,10.573446597272538,27718.47465,554.369493
635_2019,0.001,0.001,0.001,2087210111.84,8953.376365302613,208721.011184,4174.42022368
635_2020,0.001,0.001,0.001,1955140585.69,6196.395432965435,195514.05856900002,3910.28117138
635_2021,0.001,0.001,0.001,2294978165.85,4252.120901150084,229497.816585,4589.9563317
635_2022,0.001,0.001,0.001,1875055662.33,2148.4646071119832,187505.566233,3750.11132466
635_2023,0.001,0.001,0.001,1747196028.3,1425.8091492078854,174719.60283,3494.3920565999997
635_2024,0.001,0.001,0.001,1846115183.83,1306.24587654603,184611.518383,3692.23036766
636_2019,0.001,0.001,0.001,3293174130.4,112.48290088265318,329317.41304,6586.3482608
636_2020,0.001,0.001,0.001,4331979621.51,119.31289427172575,433197.96215100004,8663.959243020001
636_2021,0.001,0.001,0.001,5055059922.78,133.6507768905239,505505.992278,10110.11984556
636_2022,0.001,0.001,0.001,3873931995.77,72.35546582281064,387393.199577,7747.86399154
636_2023,0.001,0.001,0.001,4221429523.25,65.26741525284903,422142.952325,8442.8590465
636_2024,0.001,0.001,0.001,4939246038.11,66.49891482282001,493924.60381099995,9878.49207622
637_2019,0.001,0.001,0.001,4298162316.59,146.80965739756496,429816.23165900004,8596.32463318
637_2020,0.001,0.001,0.001,3997922191.85,110.11216798303306,399792.219185,7995.8443837
637_2021,0.001,0.001,0.001,5572424946.92,147.32939563462557,557242.494692,11144.849893839999
637_2022,0.001,0.001,0.001,6059335680.68,113.17340010901128,605933.568068,12118.67136136
637_2024,0.001,0.001,0.001,3754940782.49,50.55417068372707,375494.07824899995,7509.881564979999
639_2019,0.001,0.001,0.001,5727004023.95,910.7055668669971,572700.402395,11454.0080479
639_2020,0.001,0.001,0.001,5779674621.75,696.2486316831128,577967.462175,11559.3492435
639_2021,0.001,0.001,0.001,6354734814.25,442.9505148996123,635473.481425,12709.4696285
639_2022,0.001,0.001,0.001,6070815722.31,364.4024917645432,607081.572231,12141.631444620001
639_2023,0.001,0.001,0.001,5490278897.38,229.42648249283022,549027.889738,10980.55779476
639_2024,0.001,0.001,0.001,4972309008.3,217.1897076627376,497230.90083,9944.6180166
650_2019,0.001,0.001,0.001,4581171579.24,1341.369264348256,458117.157924,9162.34315848
650_2020,0.001,0.001,0.001,4106104187.58,834.6076995423715,410610.418758,8212.20837516
650_2021,0.001,0.001,0.001,4935755208.61,564.289117577174,493575.52086099994,9871.510417219999
